"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Factory/Materials/Master/M_Vista_Tree_Plane_01.M_Vista_Tree_Plane_01","0","0","42","1","0.000000","0","0"
"/Game/MP_System_V3/Game/Commons/Particles/Materials/Ramp/M_SoftGradient_Muzzle.M_SoftGradient_Muzzle","0","0","15","1","0.000000","0","0"
"/Game/FPS/Effects/WeaponEffects/Explosion/M_smoke_subUV.M_smoke_subUV","0","0","60","1","0.000000","0","0"
"/Game/FPS/Environment/Materials/M_Glass_Panels_NM.M_Glass_Panels_NM","0","0","35","1","0.000000","0","0"
"/Game/FPS/Environment/Materials/M_Bush.M_Bush","0","0","42","1","0.000000","0","0"
"/Game/FPS/UI/Materials/M_WhiteUI.M_WhiteUI","0","0","12","1","0.000000","0","0"
"/Game/TankCleaningCenter/Materials/Master/M_Oil_Reservoir_01.M_Oil_Reservoir_01","0","0","23","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Game/MP_System_V3/Environment/Sky/M_Sky.M_Sky","0","0","14","1","0.000000","0","0"
"/Game/VigilanteContent/Shared/Materials/M_Master_Main.M_Master_Main","0","0","56","1","0.000000","0","0"
"/Game/VigilanteContent/Shared/Materials/M_Master_Tracks.M_Master_Tracks","0","0","56","1","0.000000","0","0"
"/Game/VigilanteContent/Shared/Materials/M_Master_Glass.M_Master_Glass","0","0","52","1","0.000000","0","0"
"/Game/VigilanteContent/Shared/Materials/M_Master_Glass_ARM_N.M_Master_Glass_ARM_N","0","0","64","2","0.000000","0","0"
"/Game/FPS/Effects/WeaponEffects/Explosion/M_Burst.M_Burst","0","0","21","1","0.000000","0","0"
"/Game/FPS/Effects/WeaponEffects/Explosion/M_explosion_subUV.M_explosion_subUV","0","0","15","1","0.000000","0","0"
"/Game/FPS/Effects/WeaponEffects/Explosion/M_radial_ramp.M_radial_ramp","0","0","20","1","0.000000","0","0"
"/Game/FPS/Effects/WeaponEffects/BloodImpact/M_blood_splash_01.M_blood_splash_01","0","0","69","1","0.000000","0","0"
"/Game/FPS/Effects/WeaponEffects/BloodImpact/M_blood_splash_03.M_blood_splash_03","0","0","69","1","0.000000","0","0"
"/Game/FPS/Effects/Materials/M_Decal_BulletHole.M_Decal_BulletHole","0","0","23","1","0.000000","0","0"
"/Game/FPS/Effects/WeaponEffects/BloodImpact/M_blood_cloud_01.M_blood_cloud_01","0","0","69","1","0.000000","0","0"
"/Game/FPS/Effects/WeaponEffects/GenericImpact/M_LensFlare_02.M_LensFlare_02","0","0","15","1","0.000000","0","0"
"/Game/FPS/Effects/WeaponEffects/GenericImpact/M_spark_subUV.M_spark_subUV","0","0","15","1","0.000000","0","0"
"/Game/FPS/Effects/Materials/LensFlare/M_Lensflare_01.M_Lensflare_01","0","0","15","1","0.000000","0","0"
"/Game/FPS/Effects/Materials/Smoke/M_ImpactSmoke.M_ImpactSmoke","0","0","80","1","0.000000","0","0"
"/Game/FPS/Effects/Materials/Smoke/M_SmokeBall.M_SmokeBall","0","0","20","1","0.000000","0","0"
"/Game/FPS/Effects/Materials/Weapon/M_muzzle_flash_subUV.M_muzzle_flash_subUV","0","0","15","1","0.000000","0","0"
"/Game/FPS/Effects/Materials/Weapon/M_MuzzleGlow.M_MuzzleGlow","0","0","28","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","58","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","84","1","0.000000","0","0"
"/Game/FPS/Weapons/Materials/M_Reticle.M_Reticle","0","0","34","1","0.000000","0","0"
"/Game/FPS/UI/Materials/M_Compass.M_Compass","0","0","12","1","0.000000","0","0"
"/Game/FPS/UI/Materials/M_MinimapBase.M_MinimapBase","0","0","12","1","0.000000","0","0"
"/Interchange/Materials/LambertSurfaceMaterial.LambertSurfaceMaterial","0","0","14","1","0.000000","0","0"
"/Game/Factory/Materials/Master/M_Landscape.M_Landscape","0","0","368","5","0.000000","0","820"
"/Game/UrbanDistrict/BaseMaterials/m_BaseMaterial_01_01.m_BaseMaterial_01_01","0","0","252","2","0.000000","0","252"
"/Interchange/Materials/OrenNayerMaterial.OrenNayerMaterial","0","0","16","1","0.000000","0","0"
"/Game/Factory/Materials/Master/M_Simple__Blend_Dirt_01.M_Simple__Blend_Dirt_01","0","0","92","4","0.000000","0","46"
"/Game/US_Military/Materials/MM_Basic_PBR.MM_Basic_PBR","0","0","111","4","0.000000","0","69"
"/Game/Factory/Materials/Master/M_Simple.M_Simple","0","0","150","3","0.000000","0","450"
"/Game/TankCleaningCenter/Materials/Master/M_Simple.M_Simple","0","0","75","3","0.000000","0","75"
"/Game/FPS/UI/Materials/ObjetiveMaterial.ObjetiveMaterial","0","0","12","1","0.000000","0","0"
"/Interchange/Materials/ThinTranslucentMaterial.ThinTranslucentMaterial","0","0","24","1","0.000000","0","0"
"/Interchange/Materials/SubsurfaceMaterial.SubsurfaceMaterial","0","0","14","1","0.000000","0","0"
"/Interchange/gltf/M_Unlit.M_Unlit","0","0","34","2","0.000000","0","0"
"/Interchange/Materials/SheenMaterial.SheenMaterial","0","0","14","1","0.000000","0","0"
"/Interchange/Materials/PBRSurfaceMaterial.PBRSurfaceMaterial","0","0","14","1","0.000000","0","0"
"/Interchange/Materials/ClearCoatMaterial.ClearCoatMaterial","0","0","14","1","0.000000","0","0"
"/Game/TankCleaningCenter/Materials/Master/M_MasterBlend_02.M_MasterBlend_02","0","0","46","2","0.000000","0","23"
"/Game/TankCleaningCenter/Materials/Master/M_MasterBlend_01.M_MasterBlend_01","0","0","100","4","0.000000","0","75"
"/Game/FPS/Environment/Materials/M_PrototypeGrid.M_PrototypeGrid","0","0","92","4","0.000000","0","0"
"/Game/US_Military/Materials/MM_Glass.MM_Glass","0","0","114","2","0.000000","0","0"
"/Game/US_Military/Materials/MM_Vehicle_Base.MM_Vehicle_Base","0","0","148","4","0.000000","0","37"
"/Interchange/gltf/M_Opaque.M_Opaque","0","0","232","8","0.000000","0","0"
"/Game/MilitaryWarehouse/Materials/M_MeshDecal.M_MeshDecal","0","0","252","2","0.000000","0","0"
"/Game/FPS/Demo/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","0","0","96","3","0.000000","0","32"
"/Interchange/gltf/M_Transmission.M_Transmission","0","0","108","4","0.000000","0","0"
"/Interchange/gltf/M_Sheen.M_Sheen","0","0","116","4","0.000000","0","0"
"/Interchange/gltf/M_Translucent.M_Translucent","0","0","200","8","0.000000","0","0"
"/Game/MilitaryWarehouse/Materials/M_Cloth.M_Cloth","0","0","114","3","0.000000","0","0"
"/Game/MilitaryWarehouse/Materials/M_BasePropMaterial.M_BasePropMaterial","0","0","504","6","0.000000","0","504"
"/Game/MilitaryWarehouse/Materials/M_BaseTilingMaterial.M_BaseTilingMaterial","0","0","506","11","0.000000","0","184"
"/Engine/EditorMaterials/Cloth/CameraLitDoubleSided.CameraLitDoubleSided","0","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/WidgetVertexColorMaterial.WidgetVertexColorMaterial","0","0","7","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","0","5","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","0","5","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","0","18","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","0","4","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","0","9","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","0","12","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","0","5","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","0","28","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","49","0","5","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","0","5","1","0.000000","0","0"
"/Interchange/Materials/UnlitMaterial.UnlitMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","0","145","1","0.000000","0","0"
"/Game/FPS/Environment/Materials/M_Background_2.M_Background_2","49","0","23","1","0.000000","0","0"
"/Game/FPS/Weapons/Materials/M_WeaponBase.M_WeaponBase","49","0","41","1","0.000000","0","0"
"/Game/FPS/Environment/Materials/M_AmmoBox.M_AmmoBox","49","0","14","1","0.000000","0","0"
"/Game/FPS/Environment/Materials/M_Base.M_Base","49","0","51","1","0.000000","0","0"
"/Game/FPS/Environment/Materials/M_Background.M_Background","49","0","23","1","0.000000","0","0"
"/Game/Factory/Materials/Master/M_Glass_01.M_Glass_01","49","0","44","1","0.000000","0","0"
"/Game/TankCleaningCenter/Materials/Master/M_Glass_01.M_Glass_01","49","0","23","1","0.000000","0","0"
"/Game/FPS/Environment/Materials/M_ConquesDecal.M_ConquesDecal","49","0","23","1","0.000000","0","0"
"/Game/FPS/Environment/Materials/M_BaseColor.M_BaseColor","49","0","57","1","0.000000","0","0"
"/Game/FPS/Effects/WeaponEffects/Explosion/m_flare_01.m_flare_01","49","0","20","1","0.000000","0","0"
"/Game/FPS/Environment/Materials/M_EmissiveBase.M_EmissiveBase","49","0","23","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","49","0","37","1","0.000000","0","0"
"/Game/FPS/Environment/Materials/M_Glass.M_Glass","49","0","61","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","0","53","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","0","28","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","0","50","2","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","0","9","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","49","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","0","6","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","0","60","6","0.000000","0","5"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","0","93","1","0.000000","0","0"
"/Game/FPS/Effects/Materials/M_BlockOut.M_BlockOut","49","0","23","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","0","139","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","0","900","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","0","31","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","0","145","1","0.000000","0","0"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","49","0","14","1","0.000000","0","0"
"/Game/KB3D/KB3D_Military/Materials/Master/KB3D_MIL_MetalC.KB3D_MIL_MetalC","49","0","46","1","0.000000","0","0"
"/Game/Factory/Materials/Master/M_Scotchtape_01.M_Scotchtape_01","49","0","29","1","0.000000","0","0"
"/Game/Factory/Materials/Master/M_Decal_01_Diff.M_Decal_01_Diff","49","0","64","2","0.000000","0","64"
"/Game/Factory/Materials/Master/M_Decal_01_Nrm.M_Decal_01_Nrm","49","0","64","2","0.000000","0","32"
"/Game/Factory/Materials/Master/M_GoodsSet_Cloth.M_GoodsSet_Cloth","49","0","23","1","0.000000","0","0"
"/Game/TankCleaningCenter/Materials/Master/M_Win_Grid_01.M_Win_Grid_01","49","0","44","1","0.000000","0","0"
"/Game/AE_Battle_Royale_Props/Materials/M_Vest_Body.M_Vest_Body","49","0","23","1","0.000000","0","0"
"/Game/TankCleaningCenter/Materials/Master/M_Metal_Floor_01.M_Metal_Floor_01","49","0","44","1","0.000000","0","0"
"/Game/Factory/Materials/Master/M_Ground_Trash_01.M_Ground_Trash_01","49","0","44","1","0.000000","0","0"
"/Game/Rooftop_props_collection/Materials/M_alum.M_alum","49","0","23","1","0.000000","0","0"
"/Game/Rooftop_props_collection/Materials/M_alum2.M_alum2","49","0","23","1","0.000000","0","0"
"/Game/Rooftop_props_collection/Materials/M_Cloth2.M_Cloth2","49","0","23","1","0.000000","0","0"
"/Game/Rooftop_props_collection/Materials/M_metal2.M_metal2","49","0","23","1","0.000000","0","0"
"/Game/Rooftop_props_collection/Materials/M_metal3.M_metal3","49","0","23","1","0.000000","0","0"
"/Game/Rooftop_props_collection/Materials/M_plastic.M_plastic","49","0","23","1","0.000000","0","0"
"/Game/Factory/Materials/Master/M_Chain_Fence_01.M_Chain_Fence_01","49","0","44","1","0.000000","0","44"
"/Game/Factory/Materials/Master/M_Vista_Mountains_01.M_Vista_Mountains_01","49","0","29","1","0.000000","0","0"
"/Game/Factory/Materials/Master/M_Vista_Tree_Plane_01.M_Vista_Tree_Plane_01","49","0","44","1","0.000000","0","0"
"/Game/MP_System_V3/Game/Commons/Particles/Materials/Ramp/M_SoftGradient_Muzzle.M_SoftGradient_Muzzle","49","0","15","1","0.000000","0","0"
"/Game/FPS/Effects/WeaponEffects/Explosion/M_smoke_subUV.M_smoke_subUV","49","0","60","1","0.000000","0","0"
"/Game/FPS/Environment/Materials/M_Glass_Panels_NM.M_Glass_Panels_NM","49","0","35","1","0.000000","0","0"
"/Game/FPS/Environment/Materials/M_Bush.M_Bush","49","0","44","1","0.000000","0","0"
"/Game/FPS/UI/Materials/M_WhiteUI.M_WhiteUI","49","0","12","1","0.000000","0","0"
"/Game/TankCleaningCenter/Materials/Master/M_Oil_Reservoir_01.M_Oil_Reservoir_01","49","0","23","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","0","4","1","0.000000","0","0"
"/Game/MP_System_V3/Environment/Sky/M_Sky.M_Sky","49","0","14","1","0.000000","0","0"
"/Game/VigilanteContent/Shared/Materials/M_Master_Main.M_Master_Main","49","0","60","1","0.000000","0","0"
"/Game/VigilanteContent/Shared/Materials/M_Master_Tracks.M_Master_Tracks","49","0","60","1","0.000000","0","0"
"/Game/VigilanteContent/Shared/Materials/M_Master_Glass.M_Master_Glass","49","0","52","1","0.000000","0","0"
"/Game/VigilanteContent/Shared/Materials/M_Master_Glass_ARM_N.M_Master_Glass_ARM_N","49","0","64","2","0.000000","0","0"
"/Game/FPS/Effects/WeaponEffects/Explosion/M_Burst.M_Burst","49","0","21","1","0.000000","0","0"
"/Game/FPS/Effects/WeaponEffects/Explosion/M_explosion_subUV.M_explosion_subUV","49","0","15","1","0.000000","0","0"
"/Game/FPS/Effects/WeaponEffects/Explosion/M_radial_ramp.M_radial_ramp","49","0","20","1","0.000000","0","0"
"/Game/FPS/Effects/WeaponEffects/BloodImpact/M_blood_splash_01.M_blood_splash_01","49","0","69","1","0.000000","0","0"
"/Game/FPS/Effects/WeaponEffects/BloodImpact/M_blood_splash_03.M_blood_splash_03","49","0","69","1","0.000000","0","0"
"/Game/FPS/Effects/Materials/M_Decal_BulletHole.M_Decal_BulletHole","49","0","23","1","0.000000","0","0"
"/Game/FPS/Effects/WeaponEffects/BloodImpact/M_blood_cloud_01.M_blood_cloud_01","49","0","69","1","0.000000","0","0"
"/Game/FPS/Effects/WeaponEffects/GenericImpact/M_LensFlare_02.M_LensFlare_02","49","0","15","1","0.000000","0","0"
"/Game/FPS/Effects/WeaponEffects/GenericImpact/M_spark_subUV.M_spark_subUV","49","0","15","1","0.000000","0","0"
"/Game/FPS/Effects/Materials/LensFlare/M_Lensflare_01.M_Lensflare_01","49","0","15","1","0.000000","0","0"
"/Game/FPS/Effects/Materials/Smoke/M_ImpactSmoke.M_ImpactSmoke","49","0","80","1","0.000000","0","0"
"/Game/FPS/Effects/Materials/Smoke/M_SmokeBall.M_SmokeBall","49","0","20","1","0.000000","0","0"
"/Game/FPS/Effects/Materials/Weapon/M_muzzle_flash_subUV.M_muzzle_flash_subUV","49","0","15","1","0.000000","0","0"
"/Game/FPS/Effects/Materials/Weapon/M_MuzzleGlow.M_MuzzleGlow","49","0","28","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","0","62","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","0","88","1","0.000000","0","0"
"/Game/FPS/Weapons/Materials/M_Reticle.M_Reticle","49","0","38","1","0.000000","0","0"
"/Game/FPS/UI/Materials/M_Compass.M_Compass","49","0","12","1","0.000000","0","0"
"/Game/FPS/UI/Materials/M_MinimapBase.M_MinimapBase","49","0","12","1","0.000000","0","0"
"/Interchange/Materials/LambertSurfaceMaterial.LambertSurfaceMaterial","49","0","14","1","0.000000","0","0"
"/Game/Factory/Materials/Master/M_Landscape.M_Landscape","49","0","386","5","0.000000","0","946"
"/Game/UrbanDistrict/BaseMaterials/m_BaseMaterial_01_01.m_BaseMaterial_01_01","49","0","264","2","0.000000","0","396"
"/Interchange/Materials/OrenNayerMaterial.OrenNayerMaterial","49","0","16","1","0.000000","0","0"
"/Game/Factory/Materials/Master/M_Simple__Blend_Dirt_01.M_Simple__Blend_Dirt_01","49","0","92","4","0.000000","0","46"
